2021-04-07 21:52:47,950 DEBUG   telegram.ext.dispatcher Setting singleton dispatcher as <telegram.ext.dispatcher.Dispatcher object at 0x0000025C4A28F040>
2021-04-07 22:52:52,365 DEBUG   root Message received from 445900772 @Verssania: A
2021-04-07 22:52:52,365 ERROR   telegram.ext.dispatcher An uncaught error was raised while processing the update
Traceback (most recent call last):
  File "C:\Users\Lina\Desktop\hjjk\quizbot-master\quizbot-master\venv\lib\site-packages\telegram\ext\dispatcher.py", line 333, in process_update
    handler.handle_update(update, self, check, context)
  File "C:\Users\Lina\Desktop\hjjk\quizbot-master\quizbot-master\venv\lib\site-packages\telegram\ext\handler.py", line 117, in handle_update
    return self.callback(update, context)
  File "C:\Users\Lina\Desktop\hjjk\quizbot-master\quizbot-master\main.py", line 100, in common_message
    answer += QUESTIONS[context.user_data["quiz"]["current_qid"]].note
TypeError: can only concatenate str (not "list") to str
2021-04-07 22:53:02,431 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:53:02,432 DEBUG   telegram.bot No new updates found.
2021-04-07 22:53:02,432 DEBUG   telegram.bot []
2021-04-07 22:53:02,432 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:53:02,432 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:53:09,016 DEBUG   telegram.ext.dispatcher Setting singleton dispatcher as <telegram.ext.dispatcher.Dispatcher object at 0x00000212741B8AF0>
2021-04-07 22:53:09,018 DEBUG   JobQueue JobQueue thread started
2021-04-07 22:53:09,019 DEBUG   telegram.ext.updater dispatcher - started
2021-04-07 22:53:09,019 DEBUG   telegram.ext.updater updater - started
2021-04-07 22:53:09,020 DEBUG   telegram.ext.updater Updater thread started (polling)
2021-04-07 22:53:09,020 DEBUG   telegram.ext.updater Start network loop retry bootstrap del webhook
2021-04-07 22:53:09,020 DEBUG   telegram.bot Entering: delete_webhook
2021-04-07 22:53:09,020 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool Starting new HTTPS connection (1): api.telegram.org
2021-04-07 22:53:09,023 DEBUG   telegram.ext.dispatcher Dispatcher started
2021-04-07 22:53:09,276 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/deleteWebhook HTTP/1.1" 200 68
2021-04-07 22:53:09,276 DEBUG   telegram.bot True
2021-04-07 22:53:09,276 DEBUG   telegram.bot Exiting: delete_webhook
2021-04-07 22:53:09,276 DEBUG   telegram.ext.updater Bootstrap done
2021-04-07 22:53:09,276 DEBUG   telegram.ext.updater Start network loop retry getting Updates
2021-04-07 22:53:09,277 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:53:19,350 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:53:19,350 DEBUG   telegram.bot No new updates found.
2021-04-07 22:53:19,350 DEBUG   telegram.bot []
2021-04-07 22:53:19,351 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:53:19,351 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:53:29,419 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:53:29,419 DEBUG   telegram.bot No new updates found.
2021-04-07 22:53:29,419 DEBUG   telegram.bot []
2021-04-07 22:53:29,420 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:53:29,420 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:53:39,490 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:53:39,490 DEBUG   telegram.bot No new updates found.
2021-04-07 22:53:39,490 DEBUG   telegram.bot []
2021-04-07 22:53:39,490 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:53:39,490 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:53:42,667 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 521
2021-04-07 22:53:42,668 DEBUG   telegram.bot Getting updates: [297234505]
2021-04-07 22:53:42,668 DEBUG   telegram.bot [<telegram.update.Update object at 0x00000212741C1A00>]
2021-04-07 22:53:42,668 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:53:42,669 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:53:42,670 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234505, 'message': {'message_id': 656, 'date': 1617825222, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': '/start', 'entities': [{'type': 'bot_command', 'offset': 0, 'length': 6}], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 445900772, 'first_name': 'Лина', 'is_bot': False, 'last_name': 'Францева', 'username': 'Verssania', 'language_code': 'ru'}}}
2021-04-07 22:53:42,670 DEBUG   telegram.bot Entering: get_me
2021-04-07 22:53:42,670 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool Starting new HTTPS connection (2): api.telegram.org
2021-04-07 22:53:42,908 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "GET /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getMe HTTP/1.1" 200 193
2021-04-07 22:53:42,908 DEBUG   telegram.bot {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}
2021-04-07 22:53:42,909 DEBUG   telegram.bot Exiting: get_me
2021-04-07 22:53:42,909 DEBUG   root Quiz bot entered by user: 445900772 @Verssania "Лина Францева"
2021-04-07 22:53:42,909 DEBUG   telegram.bot Entering: send_message
2021-04-07 22:53:43,014 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 756
2021-04-07 22:53:43,015 DEBUG   telegram.bot {'message_id': 657, 'date': 1617825222, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'This quiz has been designed to give young people a quick and useful introduction to the European Union. Since its creation, the European Union has developed and expanded, with more and more countries joining forces to create a better future together. But how much do you know about the EU? Do you know what makes it unique and which countries are members, for example? Test yourself below and see whether you are an expert on the EU!', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-07 22:53:43,016 DEBUG   telegram.bot Exiting: send_message
2021-04-07 22:53:43,016 DEBUG   telegram.bot Entering: send_message
2021-04-07 22:53:43,118 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 364
2021-04-07 22:53:43,119 DEBUG   telegram.bot {'message_id': 658, 'date': 1617825222, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'You will have 30 minutes for 13 questions', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-07 22:53:43,119 DEBUG   telegram.bot Exiting: send_message
2021-04-07 22:53:44,046 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 459
2021-04-07 22:53:44,046 DEBUG   telegram.bot Getting updates: [297234506]
2021-04-07 22:53:44,047 DEBUG   telegram.bot [<telegram.update.Update object at 0x00000212741C1B20>]
2021-04-07 22:53:44,047 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:53:44,047 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:53:44,048 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234506, 'message': {'message_id': 659, 'date': 1617825223, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'Go', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 445900772, 'first_name': 'Лина', 'is_bot': False, 'last_name': 'Францева', 'username': 'Verssania', 'language_code': 'ru'}}}
2021-04-07 22:53:44,048 DEBUG   root Message received from 445900772 @Verssania: Go
2021-04-07 22:53:44,048 INFO    root Quiz started by 445900772 @Verssania
2021-04-07 22:53:44,048 DEBUG   telegram.bot Entering: send_message
2021-04-07 22:53:44,150 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 365
2021-04-07 22:53:44,151 DEBUG   telegram.bot {'message_id': 660, 'date': 1617825223, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'Test started at 2021-04-07 22:53:44.048038', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-07 22:53:44,152 DEBUG   telegram.bot Exiting: send_message
2021-04-07 22:53:44,154 DEBUG   telegram.bot Entering: send_message
2021-04-07 22:53:44,283 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 731
2021-04-07 22:53:44,284 DEBUG   telegram.bot {'message_id': 661, 'date': 1617825223, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'The founding countries decided to share control of their coal and steel industries so that they could not secretly arm themselves against each other. After this, they set about expanding cooperation to other economic sectors. What was the organisation they created in 1957 called?\nA. The European Coal and Steel Community.\nB. The European Economic and Social Committee.\nC. The European Economic Community.', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-07 22:53:44,284 DEBUG   telegram.bot Exiting: send_message
2021-04-07 22:53:48,131 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 458
2021-04-07 22:53:48,132 DEBUG   telegram.bot Getting updates: [297234507]
2021-04-07 22:53:48,132 DEBUG   telegram.bot [<telegram.update.Update object at 0x00000212741C1520>]
2021-04-07 22:53:48,132 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:53:48,132 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:53:48,133 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234507, 'message': {'message_id': 662, 'date': 1617825227, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'C', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 445900772, 'first_name': 'Лина', 'is_bot': False, 'last_name': 'Францева', 'username': 'Verssania', 'language_code': 'ru'}}}
2021-04-07 22:53:48,133 DEBUG   root Message received from 445900772 @Verssania: C
2021-04-07 22:53:48,133 ERROR   telegram.ext.dispatcher An uncaught error was raised while processing the update
Traceback (most recent call last):
  File "C:\Users\Lina\Desktop\hjjk\quizbot-master\quizbot-master\venv\lib\site-packages\telegram\ext\dispatcher.py", line 333, in process_update
    handler.handle_update(update, self, check, context)
  File "C:\Users\Lina\Desktop\hjjk\quizbot-master\quizbot-master\venv\lib\site-packages\telegram\ext\handler.py", line 117, in handle_update
    return self.callback(update, context)
  File "C:\Users\Lina\Desktop\hjjk\quizbot-master\quizbot-master\main.py", line 100, in common_message
    answer += QUESTIONS[context.user_data["quiz"]["current_qid"]].note
TypeError: can only concatenate str (not "list") to str
2021-04-07 22:53:49,615 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 458
2021-04-07 22:53:49,615 DEBUG   telegram.bot Getting updates: [297234508]
2021-04-07 22:53:49,616 DEBUG   telegram.bot [<telegram.update.Update object at 0x00000212741C1D90>]
2021-04-07 22:53:49,616 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:53:49,616 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:53:49,616 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234508, 'message': {'message_id': 663, 'date': 1617825229, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'B', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 445900772, 'first_name': 'Лина', 'is_bot': False, 'last_name': 'Францева', 'username': 'Verssania', 'language_code': 'ru'}}}
2021-04-07 22:53:49,616 DEBUG   root Message received from 445900772 @Verssania: B
2021-04-07 22:53:49,616 ERROR   telegram.ext.dispatcher An uncaught error was raised while processing the update
Traceback (most recent call last):
  File "C:\Users\Lina\Desktop\hjjk\quizbot-master\quizbot-master\venv\lib\site-packages\telegram\ext\dispatcher.py", line 333, in process_update
    handler.handle_update(update, self, check, context)
  File "C:\Users\Lina\Desktop\hjjk\quizbot-master\quizbot-master\venv\lib\site-packages\telegram\ext\handler.py", line 117, in handle_update
    return self.callback(update, context)
  File "C:\Users\Lina\Desktop\hjjk\quizbot-master\quizbot-master\main.py", line 100, in common_message
    answer += QUESTIONS[context.user_data["quiz"]["current_qid"]].note
TypeError: can only concatenate str (not "list") to str
2021-04-07 22:53:50,151 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 458
2021-04-07 22:53:50,151 DEBUG   telegram.bot Getting updates: [297234509]
2021-04-07 22:53:50,151 DEBUG   telegram.bot [<telegram.update.Update object at 0x00000212741C1E20>]
2021-04-07 22:53:50,152 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:53:50,152 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:53:50,152 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234509, 'message': {'message_id': 664, 'date': 1617825229, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'A', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 445900772, 'first_name': 'Лина', 'is_bot': False, 'last_name': 'Францева', 'username': 'Verssania', 'language_code': 'ru'}}}
2021-04-07 22:53:50,153 DEBUG   root Message received from 445900772 @Verssania: A
2021-04-07 22:53:50,153 ERROR   telegram.ext.dispatcher An uncaught error was raised while processing the update
Traceback (most recent call last):
  File "C:\Users\Lina\Desktop\hjjk\quizbot-master\quizbot-master\venv\lib\site-packages\telegram\ext\dispatcher.py", line 333, in process_update
    handler.handle_update(update, self, check, context)
  File "C:\Users\Lina\Desktop\hjjk\quizbot-master\quizbot-master\venv\lib\site-packages\telegram\ext\handler.py", line 117, in handle_update
    return self.callback(update, context)
  File "C:\Users\Lina\Desktop\hjjk\quizbot-master\quizbot-master\main.py", line 100, in common_message
    answer += QUESTIONS[context.user_data["quiz"]["current_qid"]].note
TypeError: can only concatenate str (not "list") to str
2021-04-07 22:54:00,224 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:54:00,225 DEBUG   telegram.bot No new updates found.
2021-04-07 22:54:00,225 DEBUG   telegram.bot []
2021-04-07 22:54:00,225 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:54:00,225 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:54:10,293 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:54:10,294 DEBUG   telegram.bot No new updates found.
2021-04-07 22:54:10,294 DEBUG   telegram.bot []
2021-04-07 22:54:10,294 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:54:10,294 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:54:20,365 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:54:20,366 DEBUG   telegram.bot No new updates found.
2021-04-07 22:54:20,366 DEBUG   telegram.bot []
2021-04-07 22:54:20,366 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:54:20,366 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:54:30,435 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:54:30,435 DEBUG   telegram.bot No new updates found.
2021-04-07 22:54:30,436 DEBUG   telegram.bot []
2021-04-07 22:54:30,436 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:54:30,436 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:54:40,508 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:54:40,508 DEBUG   telegram.bot No new updates found.
2021-04-07 22:54:40,509 DEBUG   telegram.bot []
2021-04-07 22:54:40,509 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:54:40,509 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:54:50,580 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:54:50,580 DEBUG   telegram.bot No new updates found.
2021-04-07 22:54:50,581 DEBUG   telegram.bot []
2021-04-07 22:54:50,581 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:54:50,581 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:55:00,650 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 23
2021-04-07 22:55:00,651 DEBUG   telegram.bot No new updates found.
2021-04-07 22:55:00,652 DEBUG   telegram.bot []
2021-04-07 22:55:00,652 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:55:00,652 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:55:02,352 DEBUG   telegram.ext.dispatcher Setting singleton dispatcher as <telegram.ext.dispatcher.Dispatcher object at 0x00000238AEAF8AF0>
2021-04-07 22:55:02,354 DEBUG   JobQueue JobQueue thread started
2021-04-07 22:55:02,355 DEBUG   telegram.ext.updater dispatcher - started
2021-04-07 22:55:02,356 DEBUG   telegram.ext.updater updater - started
2021-04-07 22:55:02,356 DEBUG   telegram.ext.updater Updater thread started (polling)
2021-04-07 22:55:02,356 DEBUG   telegram.ext.updater Start network loop retry bootstrap del webhook
2021-04-07 22:55:02,357 DEBUG   telegram.bot Entering: delete_webhook
2021-04-07 22:55:02,357 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool Starting new HTTPS connection (1): api.telegram.org
2021-04-07 22:55:02,358 DEBUG   telegram.ext.dispatcher Dispatcher started
2021-04-07 22:55:02,607 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/deleteWebhook HTTP/1.1" 200 68
2021-04-07 22:55:02,608 DEBUG   telegram.bot True
2021-04-07 22:55:02,608 DEBUG   telegram.bot Exiting: delete_webhook
2021-04-07 22:55:02,608 DEBUG   telegram.ext.updater Bootstrap done
2021-04-07 22:55:02,608 DEBUG   telegram.ext.updater Start network loop retry getting Updates
2021-04-07 22:55:02,608 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:55:10,735 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 521
2021-04-07 22:55:10,735 DEBUG   telegram.bot Getting updates: [297234510]
2021-04-07 22:55:10,735 DEBUG   telegram.bot [<telegram.update.Update object at 0x00000238AEB01A00>]
2021-04-07 22:55:10,736 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:55:10,736 DEBUG   telegram.bot Entering: get_updates
2021-04-07 22:55:10,736 DEBUG   telegram.ext.dispatcher Processing Update: {'update_id': 297234510, 'message': {'message_id': 665, 'date': 1617825310, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': '/start', 'entities': [{'type': 'bot_command', 'offset': 0, 'length': 6}], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 445900772, 'first_name': 'Лина', 'is_bot': False, 'last_name': 'Францева', 'username': 'Verssania', 'language_code': 'ru'}}}
2021-04-07 22:55:10,737 DEBUG   telegram.bot Entering: get_me
2021-04-07 22:55:10,737 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool Starting new HTTPS connection (2): api.telegram.org
2021-04-07 22:55:10,981 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "GET /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getMe HTTP/1.1" 200 193
2021-04-07 22:55:10,982 DEBUG   telegram.bot {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}
2021-04-07 22:55:10,982 DEBUG   telegram.bot Exiting: get_me
2021-04-07 22:55:10,982 DEBUG   root Quiz bot entered by user: 445900772 @Verssania "Лина Францева"
2021-04-07 22:55:10,982 DEBUG   telegram.bot Entering: send_message
2021-04-07 22:55:11,073 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 756
2021-04-07 22:55:11,073 DEBUG   telegram.bot {'message_id': 666, 'date': 1617825310, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'This quiz has been designed to give young people a quick and useful introduction to the European Union. Since its creation, the European Union has developed and expanded, with more and more countries joining forces to create a better future together. But how much do you know about the EU? Do you know what makes it unique and which countries are members, for example? Test yourself below and see whether you are an expert on the EU!', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-07 22:55:11,074 DEBUG   telegram.bot Exiting: send_message
2021-04-07 22:55:11,074 DEBUG   telegram.bot Entering: send_message
2021-04-07 22:55:11,179 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/sendMessage HTTP/1.1" 200 364
2021-04-07 22:55:11,180 DEBUG   telegram.bot {'message_id': 667, 'date': 1617825310, 'chat': {'id': 445900772, 'type': 'private', 'username': 'Verssania', 'first_name': 'Лина', 'last_name': 'Францева'}, 'text': 'You will have 30 minutes for 13 questions', 'entities': [], 'caption_entities': [], 'photo': [], 'new_chat_members': [], 'new_chat_photo': [], 'delete_chat_photo': False, 'group_chat_created': False, 'supergroup_chat_created': False, 'channel_chat_created': False, 'from': {'id': 1753864794, 'first_name': 'The EU Quiz', 'is_bot': True, 'username': 'EUQuizBot'}}
2021-04-07 22:55:11,180 DEBUG   telegram.bot Exiting: send_message
2021-04-07 22:55:12,265 DEBUG   telegram.vendor.ptb_urllib3.urllib3.connectionpool https://api.telegram.org:443 "POST /bot1753864794:AAG8HBLi9hlcmVYkR6bnrHJ9c6pssWZ6PEI/getUpdates HTTP/1.1" 200 459
2021-04-07 22:55:12,268 DEBUG   telegram.bot Getting updates: [297234511]
2021-04-07 22:55:12,268 DEBUG   telegram.bot [<telegram.update.Update object at 0x00000238AEB01CA0>]
2021-04-07 22:55:12,269 DEBUG   telegram.bot Exiting: get_updates
2021-04-07 22:55:12,269 DEBUG   telegram.bot Entering: get_updates
